station_id,district_name,available_electric_bikes,available_mechanical_bikes,available_bikes,available_docks,status,last_update
21951,Meudon,3,1,4,18,1,2023-05-31 09:22:51
21953,Meudon,2,1,3,17,1,2023-05-31 09:22:51
21954,Meudon,1,1,2,20,1,2023-05-31 09:22:52
21952,Meudon,1,4,5,37,1,2023-05-31 09:32:53
21951,Meudon,3,1,4,18,1,2023-05-31 09:32:53
21953,Meudon,3,1,4,16,1,2023-05-31 09:32:53
21954,Meudon,0,1,1,21,1,2023-05-31 09:32:54
21952,Meudon,1,2,3,39,1,2023-05-31 09:42:57
21951,Meudon,3,0,3,19,1,2023-05-31 09:42:57
21953,Meudon,3,0,3,17,1,2023-05-31 09:42:57
21954,Meudon,0,1,1,21,1,2023-05-31 09:42:58
21951,Meudon,3,0,3,19,1,2023-05-31 09:53:03
21952,Meudon,1,1,2,40,1,2023-05-31 09:53:03
21953,Meudon,3,0,3,17,1,2023-05-31 09:53:03
21954,Meudon,0,1,1,21,1,2023-05-31 09:53:03
21951,Meudon,3,0,3,19,1,2023-05-31 10:03:07
21952,Meudon,1,1,2,40,1,2023-05-31 10:03:07
21953,Meudon,3,0,3,17,1,2023-05-31 10:03:07
21954,Meudon,0,1,1,21,1,2023-05-31 10:03:07
21952,Meudon,3,1,4,38,1,2023-05-31 10:13:11
21951,Meudon,3,0,3,19,1,2023-05-31 10:13:11
21953,Meudon,3,0,3,17,1,2023-05-31 10:13:11
21954,Meudon,5,1,6,16,1,2023-05-31 10:13:11
21952,Meudon,3,2,5,37,1,2023-05-31 10:23:13
21951,Meudon,3,0,3,19,1,2023-05-31 10:23:13
21953,Meudon,4,0,4,16,1,2023-05-31 10:23:13
21954,Meudon,5,0,5,17,1,2023-05-31 10:23:14
21952,Meudon,3,1,4,38,1,2023-05-31 10:33:16
21951,Meudon,3,1,4,18,1,2023-05-31 10:33:16
21953,Meudon,4,1,5,15,1,2023-05-31 10:33:16
21954,Meudon,5,0,5,17,1,2023-05-31 10:33:16
21952,Meudon,3,1,4,38,1,2023-05-31 10:43:22
21951,Meudon,4,1,5,17,1,2023-05-31 10:43:22
21953,Meudon,2,0,2,18,1,2023-05-31 10:43:22
21954,Meudon,5,0,5,17,1,2023-05-31 10:43:22
21952,Meudon,3,2,5,37,1,2023-05-31 10:53:25
21951,Meudon,4,1,5,17,1,2023-05-31 10:53:26
21953,Meudon,2,0,2,18,1,2023-05-31 10:53:26
21954,Meudon,6,0,6,16,1,2023-05-31 10:53:26
21952,Meudon,3,2,5,37,1,2023-05-31 11:03:29
21951,Meudon,4,1,5,17,1,2023-05-31 11:03:29
21953,Meudon,2,0,2,18,1,2023-05-31 11:03:29
21954,Meudon,6,0,6,16,1,2023-05-31 11:03:30
21952,Meudon,3,2,5,37,1,2023-05-31 11:13:32
21951,Meudon,4,1,5,17,1,2023-05-31 11:13:32
21953,Meudon,2,0,2,18,1,2023-05-31 11:13:32
21954,Meudon,6,0,6,16,1,2023-05-31 11:13:33
21952,Meudon,2,2,4,38,1,2023-05-31 12:13:01
21951,Meudon,4,1,5,17,1,2023-05-31 12:13:01
21953,Meudon,1,0,1,19,1,2023-05-31 12:13:02
21954,Meudon,6,1,7,15,1,2023-05-31 12:13:02
21952,Meudon,2,2,4,38,1,2023-05-31 12:23:04
21951,Meudon,4,1,5,17,1,2023-05-31 12:23:04
21953,Meudon,1,0,1,19,1,2023-05-31 12:23:04
21954,Meudon,6,1,7,15,1,2023-05-31 12:23:05
21952,Meudon,2,2,4,38,1,2023-05-31 12:33:08
21951,Meudon,3,1,4,18,1,2023-05-31 12:33:08
21953,Meudon,0,0,0,20,1,2023-05-31 12:33:08
21954,Meudon,5,1,6,16,1,2023-05-31 12:33:09
21952,Meudon,4,1,5,37,1,2023-05-31 12:43:11
21951,Meudon,3,1,4,18,1,2023-05-31 12:43:11
21953,Meudon,0,0,0,20,1,2023-05-31 12:43:12
21954,Meudon,5,1,6,16,1,2023-05-31 12:43:12
21952,Meudon,4,1,5,37,1,2023-05-31 12:53:15
21951,Meudon,3,1,4,18,1,2023-05-31 12:53:15
21953,Meudon,0,0,0,20,1,2023-05-31 12:53:16
21954,Meudon,6,1,7,15,1,2023-05-31 12:53:16
21952,Meudon,4,1,5,37,1,2023-05-31 20:13:05
21951,Meudon,2,0,2,20,1,2023-05-31 20:13:05
21953,Meudon,1,0,1,19,1,2023-05-31 20:13:05
21954,Meudon,0,3,3,20,1,2023-05-31 20:13:05
21952,Meudon,4,1,5,37,1,2023-05-31 20:23:08
21951,Meudon,2,0,2,20,1,2023-05-31 20:23:08
21953,Meudon,1,0,1,19,1,2023-05-31 20:23:08
21954,Meudon,0,3,3,20,1,2023-05-31 20:23:08
21952,Meudon,4,1,5,37,1,2023-05-31 20:33:11
21951,Meudon,2,0,2,20,1,2023-05-31 20:33:11
21953,Meudon,1,0,1,19,1,2023-05-31 20:33:12
21954,Meudon,0,3,3,20,1,2023-05-31 20:33:12
21952,Meudon,4,1,5,37,1,2023-05-31 20:43:15
21951,Meudon,2,0,2,20,1,2023-05-31 20:43:15
21953,Meudon,1,0,1,19,1,2023-05-31 20:43:15
21954,Meudon,0,3,3,20,1,2023-05-31 20:43:15
21952,Meudon,4,1,5,37,1,2023-05-31 20:53:24
21951,Meudon,2,0,2,20,1,2023-05-31 20:53:24
21953,Meudon,1,0,1,19,1,2023-05-31 20:53:24
21954,Meudon,0,3,3,20,1,2023-05-31 20:53:24
21952,Meudon,4,1,5,37,1,2023-05-31 21:03:26
21951,Meudon,2,0,2,20,1,2023-05-31 21:03:26
21953,Meudon,1,0,1,19,1,2023-05-31 21:03:26
21954,Meudon,0,3,3,20,1,2023-05-31 21:03:26
21952,Meudon,2,2,4,38,1,2023-06-01 11:01:53
21951,Meudon,4,1,5,17,1,2023-06-01 11:01:53
21953,Meudon,0,0,0,20,1,2023-06-01 11:01:53
21954,Meudon,1,2,3,20,1,2023-06-01 11:01:53
21952,Meudon,2,2,4,38,1,2023-06-01 11:11:55
21951,Meudon,4,1,5,17,1,2023-06-01 11:11:56
21953,Meudon,0,0,0,20,1,2023-06-01 11:11:56
21954,Meudon,1,2,3,20,1,2023-06-01 11:11:56
21952,Meudon,2,2,4,38,1,2023-06-01 11:21:59
21951,Meudon,4,1,5,17,1,2023-06-01 11:21:59
21953,Meudon,0,0,0,20,1,2023-06-01 11:21:59
21954,Meudon,1,2,3,20,1,2023-06-01 11:21:59
21952,Meudon,2,2,4,38,1,2023-06-01 11:32:02
21951,Meudon,4,1,5,17,1,2023-06-01 11:32:02
21953,Meudon,0,0,0,20,1,2023-06-01 11:32:02
21954,Meudon,2,2,4,19,1,2023-06-01 11:32:02
21952,Meudon,2,2,4,38,1,2023-06-01 11:42:06
21951,Meudon,4,1,5,17,1,2023-06-01 11:42:06
21953,Meudon,0,0,0,20,1,2023-06-01 11:42:06
21954,Meudon,2,2,4,19,1,2023-06-01 11:42:07
21952,Meudon,2,2,4,38,1,2023-06-01 11:52:10
21951,Meudon,4,1,5,17,1,2023-06-01 11:52:10
21953,Meudon,0,0,0,20,1,2023-06-01 11:52:10
21954,Meudon,2,2,4,19,1,2023-06-01 11:52:11
21952,Meudon,2,2,4,38,1,2023-06-01 12:02:12
21951,Meudon,4,1,5,17,1,2023-06-01 12:02:12
21953,Meudon,0,0,0,20,1,2023-06-01 12:02:13
21954,Meudon,2,2,4,19,1,2023-06-01 12:02:13
21952,Meudon,2,1,3,39,1,2023-06-01 12:12:15
21951,Meudon,4,1,5,17,1,2023-06-01 12:12:15
21953,Meudon,0,0,0,20,1,2023-06-01 12:12:16
21954,Meudon,2,2,4,19,1,2023-06-01 12:12:16
21952,Meudon,2,2,4,38,1,2023-06-01 12:22:20
21951,Meudon,4,1,5,17,1,2023-06-01 12:22:20
21953,Meudon,0,0,0,20,1,2023-06-01 12:22:20
21954,Meudon,2,2,4,19,1,2023-06-01 12:22:21
21952,Meudon,2,3,5,37,1,2023-06-01 12:32:22
21951,Meudon,4,1,5,17,1,2023-06-01 12:32:23
21953,Meudon,0,0,0,20,1,2023-06-01 12:32:23
21954,Meudon,1,2,3,20,1,2023-06-01 12:32:24
21952,Meudon,2,4,6,36,1,2023-06-01 12:42:26
21951,Meudon,4,1,5,17,1,2023-06-01 12:42:26
21953,Meudon,1,0,1,19,1,2023-06-01 12:42:26
21954,Meudon,0,2,2,21,1,2023-06-01 12:42:26
21952,Meudon,2,4,6,36,1,2023-06-01 12:52:28
21951,Meudon,4,1,5,17,1,2023-06-01 12:52:28
21953,Meudon,1,0,1,19,1,2023-06-01 12:52:29
21954,Meudon,0,1,1,22,1,2023-06-01 12:52:29
21952,Meudon,2,5,7,35,1,2023-06-02 11:20:15
21951,Meudon,2,1,3,19,1,2023-06-02 11:20:16
21953,Meudon,4,0,4,16,1,2023-06-02 11:20:16
21954,Meudon,2,4,6,17,1,2023-06-02 11:20:17
21952,Meudon,2,5,7,35,1,2023-06-02 11:30:18
21951,Meudon,1,0,1,21,1,2023-06-02 11:30:18
21953,Meudon,4,0,4,16,1,2023-06-02 11:30:19
21954,Meudon,2,4,6,17,1,2023-06-02 11:30:19
21952,Meudon,2,5,7,34,1,2023-06-02 11:40:21
21951,Meudon,1,0,1,21,1,2023-06-02 11:40:21
21953,Meudon,4,0,4,16,1,2023-06-02 11:40:21
21954,Meudon,2,4,6,17,1,2023-06-02 11:40:22
21952,Meudon,2,5,7,34,1,2023-06-02 11:50:25
21951,Meudon,1,0,1,21,1,2023-06-02 11:50:25
21953,Meudon,3,0,3,17,1,2023-06-02 11:50:25
21954,Meudon,2,4,6,17,1,2023-06-02 11:50:25
21952,Meudon,2,4,6,35,1,2023-06-02 12:00:28
21951,Meudon,1,0,1,21,1,2023-06-02 12:00:28
21953,Meudon,3,0,3,17,1,2023-06-02 12:00:28
21954,Meudon,2,4,6,17,1,2023-06-02 12:00:29
21952,Meudon,2,4,6,35,1,2023-06-02 12:10:31
21951,Meudon,1,0,1,21,1,2023-06-02 12:10:31
21953,Meudon,4,0,4,16,1,2023-06-02 12:10:32
21954,Meudon,2,4,6,17,1,2023-06-02 12:10:32
21952,Meudon,3,4,7,34,1,2023-06-02 12:20:34
21951,Meudon,1,0,1,21,1,2023-06-02 12:20:34
21953,Meudon,3,0,3,17,1,2023-06-02 12:20:34
21954,Meudon,1,4,5,18,1,2023-06-02 12:20:34
21952,Meudon,2,5,7,34,1,2023-06-02 13:40:44
21951,Meudon,1,0,1,21,1,2023-06-02 13:40:44
21953,Meudon,3,0,3,17,1,2023-06-02 13:40:44
21954,Meudon,1,3,4,19,1,2023-06-02 13:40:44
21952,Meudon,3,5,8,33,1,2023-06-02 13:50:46
21951,Meudon,1,0,1,21,1,2023-06-02 13:50:46
21953,Meudon,2,0,2,18,1,2023-06-02 13:50:47
21954,Meudon,1,3,4,19,1,2023-06-02 13:50:47
21952,Meudon,4,5,9,32,1,2023-06-02 14:00:49
21951,Meudon,1,0,1,21,1,2023-06-02 14:00:49
21953,Meudon,2,0,2,18,1,2023-06-02 14:00:49
21954,Meudon,1,3,4,19,1,2023-06-02 14:00:49
21952,Meudon,4,5,9,32,1,2023-06-02 14:10:52
21951,Meudon,1,0,1,21,1,2023-06-02 14:10:52
21953,Meudon,3,0,3,17,1,2023-06-02 14:10:52
21954,Meudon,0,3,3,20,1,2023-06-02 14:10:52
21952,Meudon,4,5,9,32,1,2023-06-02 14:20:55
21951,Meudon,1,0,1,21,1,2023-06-02 14:20:55
21953,Meudon,3,0,3,17,1,2023-06-02 14:20:55
21954,Meudon,0,2,2,21,1,2023-06-02 14:20:56
21952,Meudon,4,5,9,32,1,2023-06-02 14:30:58
21951,Meudon,1,0,1,21,1,2023-06-02 14:30:58
21953,Meudon,3,0,3,17,1,2023-06-02 14:30:58
21954,Meudon,0,2,2,21,1,2023-06-02 14:30:58
21952,Meudon,4,5,9,32,1,2023-06-02 14:41:00
21951,Meudon,1,0,1,21,1,2023-06-02 14:41:00
21953,Meudon,3,0,3,17,1,2023-06-02 14:41:01
21954,Meudon,0,2,2,21,1,2023-06-02 14:41:01
21952,Meudon,4,5,9,32,1,2023-06-02 14:51:03
21951,Meudon,1,0,1,21,1,2023-06-02 14:51:03
21953,Meudon,3,0,3,17,1,2023-06-02 14:51:03
21954,Meudon,0,2,2,21,1,2023-06-02 14:51:04
21952,Meudon,4,5,9,32,1,2023-06-02 15:01:05
21951,Meudon,1,0,1,21,1,2023-06-02 15:01:05
21953,Meudon,3,0,3,17,1,2023-06-02 15:01:05
21954,Meudon,0,2,2,21,1,2023-06-02 15:01:06
21952,Meudon,4,5,9,32,1,2023-06-02 15:11:08
21951,Meudon,1,0,1,21,1,2023-06-02 15:11:08
21953,Meudon,3,0,3,17,1,2023-06-02 15:11:09
21954,Meudon,0,2,2,21,1,2023-06-02 15:11:09
21952,Meudon,4,5,9,32,1,2023-06-02 17:07:25
21951,Meudon,1,0,1,21,1,2023-06-02 17:07:25
21953,Meudon,3,0,3,17,1,2023-06-02 17:07:25
21954,Meudon,0,2,2,21,1,2023-06-02 17:07:25
21952,Meudon,4,5,9,32,1,2023-06-02 17:17:28
21951,Meudon,1,0,1,21,1,2023-06-02 17:17:28
21953,Meudon,3,0,3,17,1,2023-06-02 17:17:28
21954,Meudon,0,2,2,21,1,2023-06-02 17:17:28
21952,Meudon,4,5,9,32,1,2023-06-02 17:27:30
21951,Meudon,1,0,1,21,1,2023-06-02 17:27:30
21953,Meudon,3,0,3,17,1,2023-06-02 17:27:30
21954,Meudon,0,2,2,21,1,2023-06-02 17:27:30
21952,Meudon,4,5,9,32,1,2023-06-02 17:37:32
21951,Meudon,1,0,1,21,1,2023-06-02 17:37:32
21953,Meudon,3,0,3,17,1,2023-06-02 17:37:32
21954,Meudon,0,2,2,21,1,2023-06-02 17:37:32
21952,Meudon,4,5,9,32,1,2023-06-02 17:47:34
21951,Meudon,1,0,1,21,1,2023-06-02 17:47:34
21953,Meudon,3,0,3,17,1,2023-06-02 17:47:34
21954,Meudon,0,2,2,21,1,2023-06-02 17:47:34
21952,Meudon,4,5,9,32,1,2023-06-02 17:57:35
21951,Meudon,1,0,1,21,1,2023-06-02 17:57:36
21953,Meudon,3,0,3,17,1,2023-06-02 17:57:36
21954,Meudon,0,2,2,21,1,2023-06-02 17:57:36
21952,Meudon,4,5,9,32,1,2023-06-02 18:07:37
21951,Meudon,1,0,1,21,1,2023-06-02 18:07:37
21953,Meudon,3,0,3,17,1,2023-06-02 18:07:37
21954,Meudon,0,2,2,21,1,2023-06-02 18:07:38
21952,Meudon,4,5,9,32,1,2023-06-02 18:17:40
21951,Meudon,1,0,1,21,1,2023-06-02 18:17:40
21953,Meudon,3,0,3,17,1,2023-06-02 18:17:40
21954,Meudon,0,2,2,21,1,2023-06-02 18:17:40
21952,Meudon,4,5,9,32,1,2023-06-02 18:27:42
21951,Meudon,1,0,1,21,1,2023-06-02 18:27:42
21953,Meudon,3,0,3,17,1,2023-06-02 18:27:42
21954,Meudon,0,2,2,21,1,2023-06-02 18:27:43
21952,Meudon,4,5,9,32,1,2023-06-02 18:37:44
21951,Meudon,1,0,1,21,1,2023-06-02 18:37:44
21953,Meudon,3,0,3,17,1,2023-06-02 18:37:44
21954,Meudon,0,2,2,21,1,2023-06-02 18:37:44
21952,Meudon,4,5,9,32,1,2023-06-02 18:47:46
21951,Meudon,1,0,1,21,1,2023-06-02 18:47:46
21953,Meudon,3,0,3,17,1,2023-06-02 18:47:46
21954,Meudon,0,2,2,21,1,2023-06-02 18:47:46
21952,Meudon,4,5,9,32,1,2023-06-02 18:57:48
21951,Meudon,1,0,1,21,1,2023-06-02 18:57:48
21953,Meudon,3,0,3,17,1,2023-06-02 18:57:48
21954,Meudon,0,2,2,21,1,2023-06-02 18:57:49
21952,Meudon,4,5,9,32,1,2023-06-02 19:07:50
21951,Meudon,1,0,1,21,1,2023-06-02 19:07:50
21953,Meudon,3,0,3,17,1,2023-06-02 19:07:51
21954,Meudon,0,2,2,21,1,2023-06-02 19:07:51
21952,Meudon,4,5,9,32,1,2023-06-02 19:17:52
21951,Meudon,1,0,1,21,1,2023-06-02 19:17:52
21953,Meudon,3,0,3,17,1,2023-06-02 19:17:53
21954,Meudon,0,2,2,21,1,2023-06-02 19:17:53
21952,Meudon,4,5,9,32,1,2023-06-02 19:27:56
21951,Meudon,1,0,1,21,1,2023-06-02 19:27:56
21953,Meudon,3,0,3,17,1,2023-06-02 19:27:56
21954,Meudon,0,2,2,21,1,2023-06-02 19:27:56
21952,Meudon,4,5,9,32,1,2023-06-02 19:37:58
21951,Meudon,1,0,1,21,1,2023-06-02 19:37:58
21953,Meudon,3,0,3,17,1,2023-06-02 19:37:58
21954,Meudon,0,2,2,21,1,2023-06-02 19:37:58
21952,Meudon,4,5,9,32,1,2023-06-02 19:48:00
21951,Meudon,1,0,1,21,1,2023-06-02 19:48:00
21953,Meudon,3,0,3,17,1,2023-06-02 19:48:00
21954,Meudon,0,2,2,21,1,2023-06-02 19:48:00
21952,Meudon,4,5,9,32,1,2023-06-02 19:58:02
21951,Meudon,1,0,1,21,1,2023-06-02 19:58:02
21953,Meudon,3,0,3,17,1,2023-06-02 19:58:02
21954,Meudon,0,2,2,21,1,2023-06-02 19:58:03
21952,Meudon,4,5,9,32,1,2023-06-02 20:08:04
21951,Meudon,1,0,1,21,1,2023-06-02 20:08:04
21953,Meudon,3,0,3,17,1,2023-06-02 20:08:04
21954,Meudon,0,2,2,21,1,2023-06-02 20:08:05
21952,Meudon,4,5,9,32,1,2023-06-02 20:18:06
21951,Meudon,1,0,1,21,1,2023-06-02 20:18:06
21953,Meudon,3,0,3,17,1,2023-06-02 20:18:07
21954,Meudon,0,2,2,21,1,2023-06-02 20:18:07
21952,Meudon,4,5,9,32,1,2023-06-02 20:28:09
21951,Meudon,1,0,1,21,1,2023-06-02 20:28:09
21953,Meudon,3,0,3,17,1,2023-06-02 20:28:09
21954,Meudon,0,2,2,21,1,2023-06-02 20:28:09
21952,Meudon,4,5,9,32,1,2023-06-02 20:38:11
21951,Meudon,1,0,1,21,1,2023-06-02 20:38:11
21953,Meudon,3,0,3,17,1,2023-06-02 20:38:11
21954,Meudon,0,2,2,21,1,2023-06-02 20:38:11
21952,Meudon,4,5,9,32,1,2023-06-02 20:48:13
21951,Meudon,1,0,1,21,1,2023-06-02 20:48:13
21953,Meudon,3,0,3,17,1,2023-06-02 20:48:13
21954,Meudon,0,2,2,21,1,2023-06-02 20:48:14
21952,Meudon,4,5,9,32,1,2023-06-02 20:58:16
21951,Meudon,1,0,1,21,1,2023-06-02 20:58:16
21953,Meudon,3,0,3,17,1,2023-06-02 20:58:16
21954,Meudon,0,2,2,21,1,2023-06-02 20:58:16
21952,Meudon,4,5,9,32,1,2023-06-02 21:08:19
21951,Meudon,1,0,1,21,1,2023-06-02 21:08:19
21953,Meudon,3,0,3,17,1,2023-06-02 21:08:19
21954,Meudon,0,2,2,21,1,2023-06-02 21:08:20
21952,Meudon,7,24,31,11,1,2023-06-03 09:01:23
21951,Meudon,3,0,3,19,1,2023-06-03 09:01:23
21953,Meudon,6,2,8,12,1,2023-06-03 09:01:23
21954,Meudon,11,0,11,12,1,2023-06-03 09:01:23
21952,Meudon,7,24,31,11,1,2023-06-03 09:11:24
21951,Meudon,3,0,3,19,1,2023-06-03 09:11:24
21953,Meudon,6,2,8,12,1,2023-06-03 09:11:24
21954,Meudon,11,0,11,12,1,2023-06-03 09:11:24
21952,Meudon,8,24,32,10,1,2023-06-03 09:21:26
21951,Meudon,3,0,3,19,1,2023-06-03 09:21:26
21953,Meudon,6,2,8,12,1,2023-06-03 09:21:26
21954,Meudon,10,1,11,12,1,2023-06-03 09:21:26
21952,Meudon,8,24,32,10,1,2023-06-03 09:31:28
21951,Meudon,3,0,3,19,1,2023-06-03 09:31:28
21953,Meudon,6,2,8,12,1,2023-06-03 09:31:28
21954,Meudon,10,1,11,12,1,2023-06-03 09:31:28
21952,Meudon,9,24,33,9,1,2023-06-03 09:41:29
21951,Meudon,3,0,3,19,1,2023-06-03 09:41:29
21953,Meudon,5,2,7,13,1,2023-06-03 09:41:29
21954,Meudon,10,1,11,12,1,2023-06-03 09:41:29
21952,Meudon,9,24,33,9,1,2023-06-03 09:51:31
21951,Meudon,3,0,3,19,1,2023-06-03 09:51:31
21953,Meudon,5,2,7,13,1,2023-06-03 09:51:31
21954,Meudon,10,1,11,12,1,2023-06-03 09:51:31
21952,Meudon,9,24,33,9,1,2023-06-03 10:01:33
21951,Meudon,3,0,3,19,1,2023-06-03 10:01:33
21953,Meudon,5,2,7,13,1,2023-06-03 10:01:34
21954,Meudon,10,1,11,12,1,2023-06-03 10:01:34
21952,Meudon,9,25,34,8,1,2023-06-03 10:11:36
21951,Meudon,3,0,3,19,1,2023-06-03 10:11:36
21953,Meudon,5,2,7,13,1,2023-06-03 10:11:36
21954,Meudon,9,1,10,13,1,2023-06-03 10:11:36
21952,Meudon,9,25,34,8,1,2023-06-03 10:21:37
21951,Meudon,3,0,3,19,1,2023-06-03 10:21:37
21953,Meudon,5,2,7,13,1,2023-06-03 10:21:37
21954,Meudon,9,1,10,13,1,2023-06-03 10:21:38
21952,Meudon,8,25,33,9,1,2023-06-03 10:31:40
21951,Meudon,3,0,3,19,1,2023-06-03 10:31:40
21953,Meudon,6,2,8,12,1,2023-06-03 10:31:40
21954,Meudon,8,1,9,14,1,2023-06-03 10:31:40
21952,Meudon,7,24,31,10,1,2023-06-03 10:41:42
21951,Meudon,3,0,3,19,1,2023-06-03 10:41:42
21953,Meudon,6,2,8,12,1,2023-06-03 10:41:42
21954,Meudon,8,1,9,14,1,2023-06-03 10:41:42
21952,Meudon,6,24,30,11,1,2023-06-03 10:51:44
21951,Meudon,3,0,3,19,1,2023-06-03 10:51:44
21953,Meudon,6,1,7,13,1,2023-06-03 10:51:44
21954,Meudon,7,1,8,15,1,2023-06-03 10:51:44
21952,Meudon,6,24,30,11,1,2023-06-03 11:01:47
21951,Meudon,3,0,3,19,1,2023-06-03 11:01:47
21953,Meudon,6,1,7,13,1,2023-06-03 11:01:47
21954,Meudon,6,2,8,15,1,2023-06-03 11:01:47
21951,Meudon,3,0,3,19,1,2023-06-03 11:11:49
21952,Meudon,6,24,30,11,1,2023-06-03 11:11:49
21953,Meudon,6,1,7,13,1,2023-06-03 11:11:49
21954,Meudon,6,2,8,15,1,2023-06-03 11:11:49
21951,Meudon,3,0,3,19,1,2023-06-03 11:21:51
21952,Meudon,6,23,29,12,1,2023-06-03 11:21:51
21953,Meudon,7,1,8,12,1,2023-06-03 11:21:52
21954,Meudon,5,2,7,16,1,2023-06-03 11:21:52
21951,Meudon,3,0,3,19,1,2023-06-03 11:31:54
21952,Meudon,6,24,30,11,1,2023-06-03 11:31:54
21953,Meudon,8,1,9,11,1,2023-06-03 11:31:54
21954,Meudon,5,1,6,17,1,2023-06-03 11:31:54
21952,Meudon,6,24,30,11,1,2023-06-03 11:41:56
21951,Meudon,1,0,1,21,1,2023-06-03 11:41:56
21953,Meudon,8,1,9,11,1,2023-06-03 11:41:56
21954,Meudon,6,1,7,16,1,2023-06-03 11:41:56
21952,Meudon,6,24,30,11,1,2023-06-03 11:52:00
21951,Meudon,1,0,1,21,1,2023-06-03 11:52:00
21953,Meudon,8,1,9,11,1,2023-06-03 11:52:01
21954,Meudon,6,1,7,16,1,2023-06-03 11:52:01
21952,Meudon,5,24,29,12,1,2023-06-03 12:02:03
21951,Meudon,2,0,2,20,1,2023-06-03 12:02:03
21953,Meudon,7,1,8,12,1,2023-06-03 12:02:04
21954,Meudon,5,0,5,18,1,2023-06-03 12:02:04
21952,Meudon,5,24,29,12,1,2023-06-03 12:12:09
21951,Meudon,1,0,1,21,1,2023-06-03 12:12:09
21953,Meudon,6,1,7,13,1,2023-06-03 12:12:09
21954,Meudon,6,0,6,17,1,2023-06-03 12:12:10
21952,Meudon,6,24,30,11,1,2023-06-03 12:22:12
21951,Meudon,1,0,1,21,1,2023-06-03 12:22:12
21953,Meudon,5,0,5,15,1,2023-06-03 12:22:12
21954,Meudon,8,0,8,15,1,2023-06-03 12:22:13
21952,Meudon,7,24,31,10,1,2023-06-03 12:32:15
21951,Meudon,1,0,1,21,1,2023-06-03 12:32:15
21953,Meudon,5,0,5,15,1,2023-06-03 12:32:15
21954,Meudon,7,0,7,16,1,2023-06-03 12:32:16
21952,Meudon,6,24,30,11,1,2023-06-03 12:42:21
21951,Meudon,1,0,1,21,1,2023-06-03 12:42:21
21953,Meudon,5,0,5,15,1,2023-06-03 12:42:21
21954,Meudon,7,0,7,16,1,2023-06-03 12:42:22
21952,Meudon,7,24,31,10,1,2023-06-03 12:52:25
21951,Meudon,1,0,1,21,1,2023-06-03 12:52:25
21953,Meudon,3,0,3,17,1,2023-06-03 12:52:25
21954,Meudon,7,0,7,16,1,2023-06-03 12:52:26
21952,Meudon,6,24,30,11,1,2023-06-03 13:02:29
21951,Meudon,1,0,1,21,1,2023-06-03 13:02:29
21953,Meudon,3,0,3,17,1,2023-06-03 13:02:29
21954,Meudon,7,0,7,16,1,2023-06-03 13:02:29
