station_id,district_name,available_electric_bikes,available_mechanical_bikes,available_bikes,available_docks,status,last_update
21952,Meudon,6,25,31,10,1,2023-06-03 13:12:32
21951,Meudon,1,0,1,21,1,2023-06-03 13:12:32
21953,Meudon,2,1,3,17,1,2023-06-03 13:12:33
21954,Meudon,7,0,7,16,1,2023-06-03 13:12:33
21952,Meudon,4,24,28,13,1,2023-06-03 13:22:37
21951,Meudon,1,0,1,21,1,2023-06-03 13:22:37
21953,Meudon,2,1,3,17,1,2023-06-03 13:22:37
21954,Meudon,7,0,7,16,1,2023-06-03 13:22:38
21952,Meudon,4,23,27,14,1,2023-06-03 13:32:40
21951,Meudon,1,0,1,21,1,2023-06-03 13:32:40
21953,Meudon,3,1,4,16,1,2023-06-03 13:32:40
21954,Meudon,7,0,7,16,1,2023-06-03 13:32:41
21952,Meudon,5,23,28,13,1,2023-06-03 13:42:43
21951,Meudon,1,0,1,21,1,2023-06-03 13:42:43
21953,Meudon,3,0,3,17,1,2023-06-03 13:42:44
21954,Meudon,7,0,7,16,1,2023-06-03 13:42:44
21951,Meudon,1,0,1,21,1,2023-06-03 13:52:47
21952,Meudon,6,22,28,13,1,2023-06-03 13:52:47
21953,Meudon,3,0,3,17,1,2023-06-03 13:52:47
21954,Meudon,4,0,4,19,1,2023-06-03 13:52:47
21952,Meudon,5,22,27,14,1,2023-06-03 14:02:50
21951,Meudon,1,0,1,21,1,2023-06-03 14:02:50
21953,Meudon,2,0,2,18,1,2023-06-03 14:02:51
21954,Meudon,4,0,4,19,1,2023-06-03 14:02:51
21952,Meudon,5,23,28,13,1,2023-06-03 14:12:55
21951,Meudon,1,0,1,21,1,2023-06-03 14:12:55
21953,Meudon,2,0,2,18,1,2023-06-03 14:12:55
21954,Meudon,4,1,5,18,1,2023-06-03 14:12:56
21952,Meudon,4,23,27,14,1,2023-06-03 14:22:58
21951,Meudon,1,0,1,21,1,2023-06-03 14:22:58
21953,Meudon,3,0,3,17,1,2023-06-03 14:22:59
21954,Meudon,4,0,4,19,1,2023-06-03 14:22:59
21951,Meudon,1,0,1,21,1,2023-06-03 14:33:02
21952,Meudon,4,21,25,16,1,2023-06-03 14:33:02
21953,Meudon,3,0,3,17,1,2023-06-03 14:33:02
21954,Meudon,4,0,4,19,1,2023-06-03 14:33:03
21952,Meudon,3,20,23,18,1,2023-06-03 14:43:05
21951,Meudon,1,0,1,21,1,2023-06-03 14:43:05
21953,Meudon,3,0,3,17,1,2023-06-03 14:43:06
21954,Meudon,3,0,3,20,1,2023-06-03 14:43:06
21952,Meudon,2,20,22,19,1,2023-06-03 14:53:09
21951,Meudon,1,0,1,21,1,2023-06-03 14:53:09
21953,Meudon,3,0,3,17,1,2023-06-03 14:53:09
21954,Meudon,3,0,3,20,1,2023-06-03 14:53:09
21952,Meudon,1,20,21,20,1,2023-06-03 15:03:11
21951,Meudon,1,0,1,21,1,2023-06-03 15:03:11
21953,Meudon,3,0,3,17,1,2023-06-03 15:03:11
21954,Meudon,3,0,3,20,1,2023-06-03 15:03:12
21952,Meudon,1,20,21,20,1,2023-06-03 15:13:14
21951,Meudon,1,0,1,21,1,2023-06-03 15:13:14
21953,Meudon,2,0,2,18,1,2023-06-03 15:13:14
21954,Meudon,3,1,4,19,1,2023-06-03 15:13:14
21952,Meudon,1,19,20,21,1,2023-06-03 15:23:17
21951,Meudon,1,0,1,21,1,2023-06-03 15:23:17
21953,Meudon,2,0,2,18,1,2023-06-03 15:23:17
21954,Meudon,3,1,4,19,1,2023-06-03 15:23:17
21952,Meudon,2,19,21,20,1,2023-06-03 15:33:19
21951,Meudon,1,0,1,21,1,2023-06-03 15:33:19
21953,Meudon,3,0,3,17,1,2023-06-03 15:33:19
21954,Meudon,1,0,1,22,1,2023-06-03 15:33:19
21951,Meudon,1,0,1,21,1,2023-06-03 15:43:22
21952,Meudon,0,19,19,22,1,2023-06-03 15:43:22
21953,Meudon,3,0,3,17,1,2023-06-03 15:43:22
21954,Meudon,1,0,1,22,1,2023-06-03 15:43:22
21952,Meudon,2,21,23,18,1,2023-06-03 15:53:24
21951,Meudon,1,0,1,21,1,2023-06-03 15:53:25
21953,Meudon,2,0,2,18,1,2023-06-03 15:53:25
21954,Meudon,0,0,0,22,1,2023-06-03 15:53:25
21951,Meudon,1,0,1,21,1,2023-06-03 16:03:27
21952,Meudon,1,21,22,19,1,2023-06-03 16:03:27
21953,Meudon,2,0,2,18,1,2023-06-03 16:03:27
21954,Meudon,2,0,2,20,1,2023-06-03 16:03:27
21952,Meudon,3,21,24,17,1,2023-06-03 16:13:36
21951,Meudon,1,0,1,21,1,2023-06-03 16:13:36
21953,Meudon,2,0,2,18,1,2023-06-03 16:13:36
21954,Meudon,2,0,2,20,1,2023-06-03 16:13:36
21952,Meudon,4,20,24,17,1,2023-06-03 16:23:39
21951,Meudon,1,0,1,21,1,2023-06-03 16:23:39
21953,Meudon,2,0,2,18,1,2023-06-03 16:23:39
21954,Meudon,3,0,3,19,1,2023-06-03 16:23:39
21952,Meudon,4,20,24,17,1,2023-06-03 16:33:44
21951,Meudon,1,0,1,21,1,2023-06-03 16:33:44
21953,Meudon,2,0,2,18,1,2023-06-03 16:33:44
21954,Meudon,4,0,4,18,1,2023-06-03 16:33:45
21952,Meudon,5,22,27,14,1,2023-06-03 16:43:46
21951,Meudon,1,0,1,21,1,2023-06-03 16:43:46
21953,Meudon,2,0,2,18,1,2023-06-03 16:43:46
21954,Meudon,5,1,6,16,1,2023-06-03 16:43:47
21951,Meudon,1,0,1,21,1,2023-06-03 16:53:49
21952,Meudon,5,22,27,14,1,2023-06-03 16:53:49
21953,Meudon,1,0,1,19,1,2023-06-03 16:53:49
21954,Meudon,6,1,7,15,1,2023-06-03 16:53:49
21952,Meudon,4,22,26,15,1,2023-06-03 17:03:51
21951,Meudon,1,0,1,21,1,2023-06-03 17:03:51
21953,Meudon,2,0,2,18,1,2023-06-03 17:03:51
21954,Meudon,6,1,7,15,1,2023-06-03 17:03:51
21952,Meudon,5,24,29,12,1,2023-06-03 17:13:54
21951,Meudon,1,0,1,21,1,2023-06-03 17:13:54
21953,Meudon,2,0,2,18,1,2023-06-03 17:13:54
21954,Meudon,6,1,7,15,1,2023-06-03 17:13:54
21952,Meudon,4,24,28,13,1,2023-06-03 17:23:56
21951,Meudon,1,0,1,21,1,2023-06-03 17:23:56
21953,Meudon,0,0,0,20,1,2023-06-03 17:23:56
21954,Meudon,7,1,8,14,1,2023-06-03 17:23:56
21952,Meudon,1,22,23,18,1,2023-06-03 17:33:59
21951,Meudon,1,0,1,21,1,2023-06-03 17:33:59
21953,Meudon,0,0,0,20,1,2023-06-03 17:33:59
21954,Meudon,7,1,8,14,1,2023-06-03 17:33:59
21952,Meudon,1,22,23,18,1,2023-06-03 17:44:21
21951,Meudon,1,0,1,21,1,2023-06-03 17:44:21
21953,Meudon,0,0,0,20,1,2023-06-03 17:44:21
21954,Meudon,8,1,9,13,1,2023-06-03 17:44:22
21952,Meudon,1,24,25,15,1,2023-06-03 17:54:25
21951,Meudon,1,0,1,21,1,2023-06-03 17:54:25
21953,Meudon,1,0,1,19,1,2023-06-03 17:54:25
21954,Meudon,8,2,10,12,1,2023-06-03 17:54:25
21952,Meudon,1,24,25,15,1,2023-06-03 18:04:28
21951,Meudon,1,0,1,21,1,2023-06-03 18:04:28
21953,Meudon,1,0,1,19,1,2023-06-03 18:04:28
21954,Meudon,8,2,10,12,1,2023-06-03 18:04:28
21952,Meudon,1,24,25,15,1,2023-06-03 18:14:32
21951,Meudon,1,0,1,21,1,2023-06-03 18:14:32
21953,Meudon,1,0,1,19,1,2023-06-03 18:14:32
21954,Meudon,10,2,12,10,1,2023-06-03 18:14:33
21952,Meudon,2,24,26,14,1,2023-06-03 18:24:36
21951,Meudon,1,0,1,21,1,2023-06-03 18:24:36
21953,Meudon,2,0,2,18,1,2023-06-03 18:24:36
21954,Meudon,10,2,12,10,1,2023-06-03 18:24:37
21952,Meudon,2,24,26,14,1,2023-06-03 18:34:39
21951,Meudon,1,0,1,21,1,2023-06-03 18:34:39
21953,Meudon,1,0,1,19,1,2023-06-03 18:34:39
21954,Meudon,10,2,12,10,1,2023-06-03 18:34:40
21952,Meudon,1,25,26,14,1,2023-06-03 18:44:43
21951,Meudon,1,0,1,21,1,2023-06-03 18:44:43
21953,Meudon,0,0,0,20,1,2023-06-03 18:44:44
21954,Meudon,10,2,12,10,1,2023-06-03 18:44:44
21952,Meudon,1,24,25,15,1,2023-06-03 18:54:47
21951,Meudon,1,0,1,21,1,2023-06-03 18:54:47
21953,Meudon,0,0,0,20,1,2023-06-03 18:54:47
21954,Meudon,10,2,12,10,1,2023-06-03 18:54:48
21952,Meudon,3,24,27,13,1,2023-06-03 19:04:51
21951,Meudon,1,0,1,21,1,2023-06-03 19:04:51
21953,Meudon,0,0,0,20,1,2023-06-03 19:04:51
21954,Meudon,10,2,12,10,1,2023-06-03 19:04:52
21952,Meudon,3,24,27,13,1,2023-06-03 19:14:55
21951,Meudon,1,0,1,21,1,2023-06-03 19:14:55
21953,Meudon,0,0,0,20,1,2023-06-03 19:14:55
21954,Meudon,13,1,14,8,1,2023-06-03 19:14:56
21952,Meudon,1,25,26,14,1,2023-06-03 19:24:58
21951,Meudon,1,0,1,21,1,2023-06-03 19:24:58
21953,Meudon,2,0,2,18,1,2023-06-03 19:24:59
21954,Meudon,13,1,14,8,1,2023-06-03 19:24:59
21952,Meudon,0,23,23,17,1,2023-06-03 19:35:04
21951,Meudon,1,0,1,21,1,2023-06-03 19:35:04
21953,Meudon,2,0,2,18,1,2023-06-03 19:35:04
21954,Meudon,14,2,16,6,1,2023-06-03 19:35:04
21952,Meudon,0,21,21,19,1,2023-06-03 19:45:07
21951,Meudon,1,0,1,21,1,2023-06-03 19:45:07
21953,Meudon,0,0,0,20,1,2023-06-03 19:45:08
21954,Meudon,12,2,14,8,1,2023-06-03 19:45:08
21952,Meudon,0,21,21,19,1,2023-06-03 19:55:12
21951,Meudon,1,0,1,21,1,2023-06-03 19:55:12
21953,Meudon,0,0,0,20,1,2023-06-03 19:55:12
21954,Meudon,14,3,17,5,1,2023-06-03 19:55:13
21952,Meudon,1,20,21,19,1,2023-06-03 20:05:16
21951,Meudon,1,0,1,21,1,2023-06-03 20:05:16
21953,Meudon,0,0,0,20,1,2023-06-03 20:05:16
21954,Meudon,16,3,19,3,1,2023-06-03 20:05:17
21952,Meudon,2,23,25,15,1,2023-06-03 20:15:21
21951,Meudon,1,0,1,21,1,2023-06-03 20:15:21
21953,Meudon,1,1,2,18,1,2023-06-03 20:15:21
21954,Meudon,16,3,19,3,1,2023-06-03 20:15:21
21952,Meudon,1,23,24,16,1,2023-06-03 20:25:24
21951,Meudon,1,0,1,21,1,2023-06-03 20:25:24
21953,Meudon,0,1,1,19,1,2023-06-03 20:25:24
21954,Meudon,17,3,20,2,1,2023-06-03 20:25:24
21952,Meudon,1,26,27,13,1,2023-06-03 20:35:26
21951,Meudon,1,0,1,21,1,2023-06-03 20:35:26
21953,Meudon,3,1,4,16,1,2023-06-03 20:35:26
21954,Meudon,18,3,21,1,1,2023-06-03 20:35:26
21952,Meudon,1,26,27,13,1,2023-06-03 20:45:28
21951,Meudon,1,0,1,21,1,2023-06-03 20:45:28
21953,Meudon,4,1,5,15,1,2023-06-03 20:45:28
21954,Meudon,18,4,22,0,1,2023-06-03 20:45:28
21952,Meudon,3,27,30,10,1,2023-06-03 20:55:30
21951,Meudon,1,0,1,21,1,2023-06-03 20:55:30
21953,Meudon,4,1,5,15,1,2023-06-03 20:55:30
21954,Meudon,18,4,22,0,1,2023-06-03 20:55:30
21952,Meudon,4,27,31,9,1,2023-06-03 21:05:31
21951,Meudon,2,0,2,20,1,2023-06-03 21:05:31
21953,Meudon,3,1,4,16,1,2023-06-03 21:05:31
21954,Meudon,17,4,21,1,1,2023-06-03 21:05:32
21952,Meudon,3,26,29,11,1,2023-06-03 21:15:33
21951,Meudon,2,0,2,20,1,2023-06-03 21:15:33
21953,Meudon,2,1,3,17,1,2023-06-03 21:15:33
21954,Meudon,17,4,21,1,1,2023-06-03 21:15:33
21952,Meudon,3,26,29,11,1,2023-06-03 21:25:35
21951,Meudon,2,0,2,20,1,2023-06-03 21:25:35
21953,Meudon,4,1,5,15,1,2023-06-03 21:25:35
21954,Meudon,16,4,20,2,1,2023-06-03 21:25:35
21951,Meudon,2,0,2,20,1,2023-06-03 21:35:37
21952,Meudon,2,27,29,11,1,2023-06-03 21:35:37
21953,Meudon,5,1,6,14,1,2023-06-03 21:35:37
21954,Meudon,16,4,20,2,1,2023-06-03 21:35:37
21952,Meudon,4,29,33,7,1,2023-06-04 09:30:49
21951,Meudon,4,0,4,17,1,2023-06-04 09:30:49
21953,Meudon,4,0,4,16,1,2023-06-04 09:30:50
21954,Meudon,12,6,18,3,1,2023-06-04 09:30:50
21952,Meudon,5,29,34,6,1,2023-06-04 09:40:54
21951,Meudon,4,0,4,17,1,2023-06-04 09:40:54
21953,Meudon,4,0,4,16,1,2023-06-04 09:40:55
21954,Meudon,12,7,19,2,1,2023-06-04 09:40:55
21951,Meudon,4,0,4,17,1,2023-06-04 09:50:57
21952,Meudon,5,29,34,6,1,2023-06-04 09:50:57
21953,Meudon,4,0,4,16,1,2023-06-04 09:50:58
21954,Meudon,12,7,19,2,1,2023-06-04 09:50:58
21951,Meudon,4,0,4,17,1,2023-06-04 10:01:01
21952,Meudon,5,29,34,6,1,2023-06-04 10:01:01
21953,Meudon,3,1,4,16,1,2023-06-04 10:01:01
21954,Meudon,13,7,20,1,1,2023-06-04 10:01:01
21952,Meudon,5,28,33,7,1,2023-06-04 10:11:06
21951,Meudon,4,0,4,17,1,2023-06-04 10:11:06
21953,Meudon,3,1,4,16,1,2023-06-04 10:11:07
21954,Meudon,14,7,21,0,1,2023-06-04 10:11:07
21952,Meudon,5,28,33,7,1,2023-06-04 10:21:10
21951,Meudon,4,0,4,17,1,2023-06-04 10:21:10
21953,Meudon,3,1,4,16,1,2023-06-04 10:21:10
21954,Meudon,14,7,21,0,1,2023-06-04 10:21:11
21952,Meudon,5,24,29,11,1,2023-06-04 10:31:13
21951,Meudon,3,0,3,18,1,2023-06-04 10:31:13
21953,Meudon,3,1,4,16,1,2023-06-04 10:31:13
21954,Meudon,14,7,21,0,1,2023-06-04 10:31:13
21952,Meudon,5,24,29,11,1,2023-06-04 10:41:15
21951,Meudon,3,0,3,18,1,2023-06-04 10:41:15
21953,Meudon,3,1,4,16,1,2023-06-04 10:41:15
21954,Meudon,14,7,21,0,1,2023-06-04 10:41:15
21952,Meudon,5,23,28,12,1,2023-06-04 10:51:17
21951,Meudon,3,0,3,18,1,2023-06-04 10:51:17
21953,Meudon,3,1,4,16,1,2023-06-04 10:51:18
21954,Meudon,14,7,21,0,1,2023-06-04 10:51:18
21952,Meudon,4,23,27,13,1,2023-06-04 11:01:19
21951,Meudon,3,0,3,18,1,2023-06-04 11:01:19
21953,Meudon,3,1,4,16,1,2023-06-04 11:01:20
21954,Meudon,14,7,21,0,1,2023-06-04 11:01:20
21952,Meudon,3,23,26,14,1,2023-06-04 11:11:21
21951,Meudon,3,0,3,18,1,2023-06-04 11:11:21
21953,Meudon,3,1,4,16,1,2023-06-04 11:11:21
21954,Meudon,14,7,21,0,1,2023-06-04 11:11:21
21952,Meudon,3,23,26,14,1,2023-06-04 11:21:24
21951,Meudon,3,0,3,18,1,2023-06-04 11:21:24
21953,Meudon,3,1,4,16,1,2023-06-04 11:21:24
21954,Meudon,14,7,21,0,1,2023-06-04 11:21:24
21952,Meudon,3,23,26,14,1,2023-06-04 11:31:26
21951,Meudon,3,0,3,18,1,2023-06-04 11:31:26
21953,Meudon,1,1,2,18,1,2023-06-04 11:31:26
21954,Meudon,14,7,21,0,1,2023-06-04 11:31:26
21952,Meudon,3,24,27,13,1,2023-06-04 11:41:28
21951,Meudon,3,0,3,18,1,2023-06-04 11:41:28
21953,Meudon,1,1,2,18,1,2023-06-04 11:41:28
21954,Meudon,15,6,21,0,1,2023-06-04 11:41:28
21952,Meudon,3,24,27,13,1,2023-06-04 11:51:31
21951,Meudon,3,0,3,18,1,2023-06-04 11:51:31
21953,Meudon,1,1,2,18,1,2023-06-04 11:51:31
21954,Meudon,15,6,21,0,1,2023-06-04 11:51:31
21952,Meudon,5,25,30,10,1,2023-06-04 12:01:34
21951,Meudon,3,0,3,18,1,2023-06-04 12:01:34
21953,Meudon,1,1,2,18,1,2023-06-04 12:01:34
21954,Meudon,15,6,21,0,1,2023-06-04 12:01:34
21952,Meudon,5,25,30,10,1,2023-06-04 12:11:37
21951,Meudon,3,0,3,18,1,2023-06-04 12:11:37
21953,Meudon,1,1,2,18,1,2023-06-04 12:11:37
21954,Meudon,15,6,21,0,1,2023-06-04 12:11:37
21952,Meudon,6,27,33,7,1,2023-06-04 12:21:40
21951,Meudon,3,0,3,18,1,2023-06-04 12:21:40
21953,Meudon,1,0,1,19,1,2023-06-04 12:21:40
21954,Meudon,15,6,21,0,1,2023-06-04 12:21:40
21952,Meudon,5,27,32,8,1,2023-06-04 12:31:42
21951,Meudon,3,0,3,18,1,2023-06-04 12:31:42
21953,Meudon,2,0,2,18,1,2023-06-04 12:31:42
21954,Meudon,15,6,21,0,1,2023-06-04 12:31:42
21952,Meudon,6,28,34,6,1,2023-06-04 12:41:44
21951,Meudon,3,0,3,18,1,2023-06-04 12:41:44
21953,Meudon,3,0,3,17,1,2023-06-04 12:41:44
21954,Meudon,15,6,21,0,1,2023-06-04 12:41:44
21952,Meudon,6,28,34,6,1,2023-06-04 12:51:52
21951,Meudon,2,0,2,19,1,2023-06-04 12:51:52
21953,Meudon,4,0,4,16,1,2023-06-04 12:51:52
21954,Meudon,15,5,20,1,1,2023-06-04 12:51:52
21952,Meudon,5,28,33,7,1,2023-06-04 13:01:55
21951,Meudon,2,0,2,19,1,2023-06-04 13:01:55
21953,Meudon,4,0,4,16,1,2023-06-04 13:01:55
21954,Meudon,14,5,19,2,1,2023-06-04 13:01:55
21952,Meudon,5,28,33,7,1,2023-06-04 13:11:57
21951,Meudon,2,0,2,19,1,2023-06-04 13:11:57
21953,Meudon,5,0,5,15,1,2023-06-04 13:11:57
21954,Meudon,8,5,13,8,1,2023-06-04 13:11:57
21952,Meudon,6,28,34,6,1,2023-06-04 13:21:59
21951,Meudon,2,0,2,19,1,2023-06-04 13:21:59
21953,Meudon,9,0,9,11,1,2023-06-04 13:21:59
21954,Meudon,7,5,12,9,1,2023-06-04 13:21:59
21952,Meudon,6,28,34,6,1,2023-06-04 13:32:01
21951,Meudon,2,0,2,19,1,2023-06-04 13:32:01
21953,Meudon,10,0,10,10,1,2023-06-04 13:32:01
21954,Meudon,7,5,12,9,1,2023-06-04 13:32:01
21952,Meudon,5,28,33,7,1,2023-06-04 13:40:00
21951,Meudon,2,0,2,19,1,2023-06-04 13:40:00
21953,Meudon,11,0,11,9,1,2023-06-04 13:40:00
21954,Meudon,6,5,11,10,1,2023-06-04 13:40:00
21952,Meudon,5,28,33,7,1,2023-06-04 13:50:11
21951,Meudon,2,0,2,19,1,2023-06-04 13:50:11
21953,Meudon,11,0,11,9,1,2023-06-04 13:50:11
21954,Meudon,6,5,11,10,1,2023-06-04 13:50:11
21952,Meudon,5,29,34,6,1,2023-06-04 14:00:13
21951,Meudon,3,0,3,18,1,2023-06-04 14:00:13
21953,Meudon,10,0,10,10,1,2023-06-04 14:00:13
21954,Meudon,6,6,12,9,1,2023-06-04 14:00:13
21952,Meudon,5,28,33,7,1,2023-06-04 14:10:15
21951,Meudon,3,0,3,18,1,2023-06-04 14:10:15
21953,Meudon,9,0,9,11,1,2023-06-04 14:10:15
21954,Meudon,7,6,13,8,1,2023-06-04 14:10:16
21952,Meudon,5,26,31,9,1,2023-06-04 14:20:17
21951,Meudon,3,0,3,18,1,2023-06-04 14:20:17
21953,Meudon,9,0,9,11,1,2023-06-04 14:20:17
21954,Meudon,7,5,12,9,1,2023-06-04 14:20:18
21951,Meudon,3,0,3,18,1,2023-06-04 15:12:05
21952,Meudon,4,26,30,10,1,2023-06-04 15:12:05
21953,Meudon,10,2,12,8,1,2023-06-04 15:12:05
21954,Meudon,6,5,11,10,1,2023-06-04 15:12:05
21951,Meudon,3,0,3,18,1,2023-06-04 15:22:08
21952,Meudon,3,24,27,13,1,2023-06-04 15:22:08
21953,Meudon,10,2,12,8,1,2023-06-04 15:22:08
21954,Meudon,6,5,11,10,1,2023-06-04 15:22:08
21952,Meudon,4,24,28,12,1,2023-06-04 15:30:32
21951,Meudon,3,0,3,18,1,2023-06-04 15:30:32
21953,Meudon,10,2,12,8,1,2023-06-04 15:30:32
21954,Meudon,5,5,10,11,1,2023-06-04 15:30:32
21952,Meudon,3,24,27,13,1,2023-06-04 15:40:36
21951,Meudon,3,0,3,18,1,2023-06-04 15:40:36
21953,Meudon,10,2,12,8,1,2023-06-04 15:40:36
21954,Meudon,5,5,10,11,1,2023-06-04 15:40:36
21952,Meudon,4,23,27,12,1,2023-06-04 17:03:23
21951,Meudon,2,0,2,19,1,2023-06-04 17:03:23
21953,Meudon,4,2,6,14,1,2023-06-04 17:03:23
21954,Meudon,8,4,12,9,1,2023-06-04 17:03:23
21952,Meudon,3,24,27,12,1,2023-06-04 17:13:26
21951,Meudon,2,0,2,19,1,2023-06-04 17:13:26
21953,Meudon,4,2,6,14,1,2023-06-04 17:13:26
21954,Meudon,8,4,12,9,1,2023-06-04 17:13:26
21952,Meudon,3,25,28,11,1,2023-06-04 17:23:29
21951,Meudon,2,0,2,19,1,2023-06-04 17:23:29
21953,Meudon,3,1,4,16,1,2023-06-04 17:23:29
21954,Meudon,7,4,11,10,1,2023-06-04 17:23:29
21952,Meudon,4,25,29,10,1,2023-06-04 17:33:32
21951,Meudon,1,0,1,20,1,2023-06-04 17:33:32
21953,Meudon,3,1,4,16,1,2023-06-04 17:33:32
21954,Meudon,7,4,11,10,1,2023-06-04 17:33:32
21952,Meudon,4,25,29,10,1,2023-06-04 17:43:35
21951,Meudon,1,0,1,20,1,2023-06-04 17:43:35
21953,Meudon,1,1,2,18,1,2023-06-04 17:43:36
21954,Meudon,7,4,11,10,1,2023-06-04 17:43:36
21952,Meudon,4,26,30,9,1,2023-06-04 18:07:00
21951,Meudon,1,0,1,20,1,2023-06-04 18:07:00
21953,Meudon,1,1,2,18,1,2023-06-04 18:07:01
21954,Meudon,7,3,10,11,1,2023-06-04 18:07:01
21952,Meudon,6,26,32,7,1,2023-06-04 18:17:05
21951,Meudon,1,0,1,20,1,2023-06-04 18:17:05
21953,Meudon,1,1,2,18,1,2023-06-04 18:17:05
21954,Meudon,6,3,9,12,1,2023-06-04 18:17:06
21952,Meudon,3,30,33,8,1,2023-06-04 18:27:09
21951,Meudon,2,0,2,20,1,2023-06-04 18:27:09
21953,Meudon,0,3,3,17,1,2023-06-04 18:27:09
21954,Meudon,7,3,10,13,1,2023-06-04 18:27:10
21952,Meudon,2,29,31,7,1,2023-06-04 18:37:12
21951,Meudon,1,0,1,20,1,2023-06-04 18:37:12
21953,Meudon,0,3,3,17,1,2023-06-04 18:37:12
21954,Meudon,5,3,8,13,1,2023-06-04 18:37:13
21952,Meudon,1,29,30,8,1,2023-06-04 18:47:15
21951,Meudon,1,0,1,20,1,2023-06-04 18:47:15
21953,Meudon,0,3,3,17,1,2023-06-04 18:47:16
21954,Meudon,6,2,8,13,1,2023-06-04 18:47:16
21952,Meudon,2,29,31,7,1,2023-06-04 18:57:18
21951,Meudon,1,0,1,20,1,2023-06-04 18:57:18
21953,Meudon,0,3,3,17,1,2023-06-04 18:57:19
21954,Meudon,6,1,7,14,1,2023-06-04 18:57:19
21952,Meudon,2,29,31,7,1,2023-06-04 19:07:22
21951,Meudon,1,0,1,20,1,2023-06-04 19:07:22
21953,Meudon,0,3,3,17,1,2023-06-04 19:07:22
21954,Meudon,5,1,6,15,1,2023-06-04 19:07:22
21952,Meudon,2,29,31,7,1,2023-06-04 19:17:25
21951,Meudon,1,0,1,20,1,2023-06-04 19:17:25
21953,Meudon,0,3,3,17,1,2023-06-04 19:17:25
21954,Meudon,5,1,6,15,1,2023-06-04 19:17:25
21952,Meudon,2,31,33,5,1,2023-06-04 19:27:28
21951,Meudon,1,0,1,20,1,2023-06-04 19:27:28
21953,Meudon,0,3,3,17,1,2023-06-04 19:27:28
21954,Meudon,5,1,6,15,1,2023-06-04 19:27:29
21952,Meudon,2,32,34,4,1,2023-06-04 19:37:31
21951,Meudon,1,0,1,20,1,2023-06-04 19:37:31
21953,Meudon,0,3,3,17,1,2023-06-04 19:37:31
21954,Meudon,4,1,5,16,1,2023-06-04 19:37:31
21952,Meudon,3,32,35,3,1,2023-06-04 19:47:34
21951,Meudon,1,0,1,20,1,2023-06-04 19:47:34
21953,Meudon,2,3,5,15,1,2023-06-04 19:47:34
21954,Meudon,4,1,5,16,1,2023-06-04 19:47:34
